temperature,vibration_level,power_consumption,pressure,material_flow_rate,cycle_time,machine_type,machine_M001,machine_M002,machine_M003,machine_M004,error_rate,downtime,maintenance_flag,efficiency_score,production_status,timestamp
78.30287890499571,2.0437509410646157,23.059855498503904,5.088075725682053,20.01102601237955,118.1465104239191,Welder,False,False,True,False,0.8832458953712125,0,0,11.67541046287876,0,2025-03-10 08:00:00
91.70081258273456,7.427526872011623,27.746653275283123,4.94813077918856,21.954392632918715,122.75718269087773,Welder,True,False,False,False,1.0,0,1,0.0,0,2025-03-10 08:06:00
76.42137963729711,1.7107399785730266,17.414629082049448,4.601094016812634,19.894955334787934,118.64442425819044,Welder,False,True,False,False,0.7174814762483823,0,0,28.25185237516177,0,2025-03-10 08:09:00
78.27769244370783,2.3240168177417933,16.763679102632747,4.814458228197622,19.478749550441133,124.9700101975314,Welder,False,False,True,False,0.8461621568787393,0,0,15.383784312126068,0,2025-03-10 08:10:00
73.85148780729135,2.321578959563539,21.692791841198492,4.837555857190639,19.082592280693124,119.0967330897714,Welder,False,False,True,False,0.9047963054206848,45,0,0.0,0,2025-03-10 08:13:00
75.83584768018102,1.7362151652764035,21.866719495428715,5.03870196737552,17.245992074964754,111.27015483762509,Welder,False,False,False,True,0.8112334969386757,0,0,18.87665030613242,0,2025-03-10 08:14:00
76.89724921979182,1.9624476714850507,17.97696982384671,4.421792740901871,18.29543724994421,123.44218259937334,Welder,False,False,False,True,0.7549178903770998,0,0,24.508210962290025,0,2025-03-10 08:16:00
73.92573588898175,2.254064631165474,20.06131961648312,5.14476570829221,20.347472107416383,121.69891511069616,Welder,False,False,False,True,0.8555535395947848,0,0,14.44464604052152,0,2025-03-10 08:17:00
78.8325314805885,1.9816772985942872,19.33325576691378,4.876115675277371,22.25779399831856,120.7238274555882,Welder,False,False,False,True,0.8278517574087725,0,0,17.21482425912275,0,2025-03-10 08:23:00
68.64991107095534,2.0786200427260177,19.1020341204526,5.556583186782377,17.200631097725616,124.20540769303209,Welder,False,False,False,True,0.8410730965438586,42,0,0.0,0,2025-03-10 08:28:00
74.90038509859848,2.4109103322962557,18.373980419449328,4.626162442040611,19.999281922897243,116.50763120893428,Welder,False,False,False,True,0.8916785074854526,44,0,0.0,0,2025-03-10 08:32:00
75.92376267190929,1.674183625364574,17.911453360310702,5.031034155794557,20.05121584001032,119.59360225993208,Welder,False,True,False,False,0.7385228064519648,36,0,8.147719354803527,0,2025-03-10 08:33:00
77.00681389896444,2.283760893105244,17.62197140463505,5.17798732615047,19.33471760024433,124.54111262045863,Welder,True,False,False,False,0.8543893947276083,42,0,0.0,0,2025-03-10 08:35:00
76.7400138860136,1.7298228942391816,18.36058976100689,5.012425370559573,20.108373701354303,121.6697252399952,Welder,False,False,False,True,0.7214189058355904,0,0,27.858109416440957,0,2025-03-10 08:36:00
74.62548067770965,1.7467027888450786,21.61114886537363,5.299906651395674,20.322547914415185,124.3004253387141,Welder,False,False,True,False,0.8035225824014592,0,0,19.64774175985407,0,2025-03-10 08:39:00
78.46993881062905,2.3520326829897336,16.55957595798642,5.264137221825073,21.33478542767824,123.03365001260052,Welder,False,True,False,False,0.8042566400185929,0,0,19.57433599814071,0,2025-03-10 08:48:00
89.39220761780177,6.37507846973757,23.967814953072757,5.299018450314584,20.63114984377788,114.61591513186472,Welder,False,True,False,False,1.0,0,1,0.0,0,2025-03-10 08:49:00
72.78303434097815,1.8978203879270412,17.917417276430676,4.841981259132173,20.180912821420367,123.6876403173327,Welder,False,False,True,False,0.7647470070418223,0,0,23.52529929581777,0,2025-03-10 08:50:00
70.96891289074911,2.066945916424309,18.11000587206675,5.565507859316504,17.87830548295052,127.12141707136928,Welder,False,False,False,True,0.8136854698123542,0,0,18.63145301876457,0,2025-03-10 08:53:00
77.69901449604214,2.204069062525289,17.067622776107555,5.055727852291824,21.85660715862384,118.01958016960366,Welder,False,False,False,True,0.8037809647434231,40,0,0.0,0,2025-03-10 08:55:00
77.52729608279977,1.851510355889578,13.780323518748716,4.397667037867752,19.17419904769895,113.08070490502077,Welder,True,False,False,False,0.6916036725169369,0,0,30.839632748306315,0,2025-03-10 09:02:00
77.39097484344641,1.850728250507236,20.67865317896,4.980035906783535,19.0749048350654,117.01613761816192,Welder,True,False,False,False,0.8216179156059013,0,0,17.83820843940987,0,2025-03-10 09:03:00
77.25707908938685,2.088973081559092,20.3267521103271,5.132415561126885,17.59440578745516,118.60602510114224,Welder,False,True,False,False,0.840904938439623,0,0,15.909506156037708,0,2025-03-10 09:05:00
75.0587038107034,1.6528650143860188,15.823177528654307,4.174053888926544,19.966537191631357,118.26513273447442,Welder,False,False,False,True,0.66597705118885,0,0,33.402294881115,0,2025-03-10 09:08:00
73.12086615108336,2.3565790469261025,18.514746212834694,4.999104753410328,20.897258225502192,120.71643335941012,Welder,True,False,False,False,0.8738458285825067,43,0,0.0,0,2025-03-10 09:12:00
75.16221748342706,2.255023799725266,18.042185495701176,4.681712934591755,21.549461352371047,114.20232224774756,Welder,False,False,True,False,0.8582395099465983,0,0,14.176049005340175,0,2025-03-10 09:18:00
72.88059345608664,2.3851450579560685,19.706330612826385,5.605712294288193,20.22840406371125,116.8933413823901,Welder,False,False,False,True,0.8876517148999186,44,0,0.0,0,2025-03-10 09:23:00
77.66329235824746,2.2537408617688786,19.7579279461413,5.067989815899708,19.15422750221021,124.04923030559712,Welder,False,True,False,False,0.8730273509180699,0,0,12.697264908193006,0,2025-03-10 09:26:00
77.08925531063582,1.5816514793422214,17.140730042944984,4.7868025122296185,19.411928325999327,122.85765348450371,Welder,False,False,False,True,0.6810178080922025,0,0,31.89821919077976,0,2025-03-10 09:30:00
76.02123207454964,2.08574098603842,19.92953978860489,4.8426595500708505,18.47706143862528,117.63408446846444,Welder,False,True,False,False,0.8458283264223636,0,0,15.417167357763644,0,2025-03-10 09:33:00
66.13666483387954,1.9898224322216276,14.411616266901127,5.249410319530344,19.74077997215989,105.92438155047076,Welder,False,True,False,False,0.6953780482515574,34,0,13.462195174844268,0,2025-03-10 09:36:00
80.60080153965252,2.126209889305544,14.322962753455858,4.520816815063736,19.90009845946704,120.67469765081624,Welder,False,True,False,False,0.7151202890355974,0,0,28.487971096440265,0,2025-03-10 09:38:00
85.4369608480515,8.663219440553064,27.28101699817832,5.542322135772601,20.678411566472867,116.431437680672,Welder,False,True,False,False,1.0,0,1,0.0,0,2025-03-10 09:41:00
77.62876917258781,2.1186262956164112,15.335103304210868,4.986023399816547,22.513454440768346,121.64281557593758,Welder,False,True,False,False,0.7634088264325779,0,0,23.65911735674221,0,2025-03-10 09:42:00
76.7299119008427,1.8624084091696749,16.663090178293643,4.838144591983621,18.708067846421148,114.6474593268229,Welder,False,True,False,False,0.7193972000682352,35,0,10.56027999317648,0,2025-03-10 09:45:00
78.39616449272843,2.2570107440727667,16.00381074446193,4.510245090656818,19.465359319212386,115.32458581786229,Welder,False,True,False,False,0.7815574180157936,39,0,2.344258198420647,0,2025-03-10 09:46:00
76.39684936554606,1.7584484744771371,18.189055135176936,5.693616781769048,19.707815568075148,119.26230905949924,Welder,False,True,False,False,0.7209749255586348,36,0,9.902507444136518,0,2025-03-10 09:48:00
75.24055612765414,2.207141805836454,16.843080542247336,4.608824465778945,19.81903544880525,116.58069898326782,Welder,False,False,False,True,0.8073863672612736,40,0,0.0,0,2025-03-10 09:58:00
74.85831977103605,2.322299901431073,20.61888820280529,4.899552866143024,18.1356926209053,121.08756747969392,Welder,True,False,False,False,0.8897009836483729,0,0,11.029901635162702,0,2025-03-10 10:13:00
