temperature,vibration_level,power_consumption,pressure,material_flow_rate,cycle_time,machine_type,machine_M001,machine_M002,machine_M003,machine_M004,error_rate,downtime,maintenance_flag,efficiency_score,production_status,timestamp
71.3154179104207,2.154465078822912,15.759164162127222,5.769405395041382,17.11210668111877,122.75406417591752,Drill,True,False,False,False,0.7573741760390094,37,0,5.762582396099063,0,2025-03-10 08:02:00
86.82031656468818,7.222654796660699,20.040572090281454,4.965513160797019,20.700636415990363,121.52850595374888,Drill,False,False,False,True,1.0,0,1,0.0,0,2025-03-10 08:05:00
75.94855178118006,2.1461915711134987,16.348334453523904,4.820436645074797,19.880226269768308,117.6753849281764,Drill,False,False,True,False,0.7695828713795183,38,0,4.041712862048172,0,2025-03-10 08:12:00
74.00092337684245,2.1045785359582942,18.51350159732357,4.354100055083467,19.33823496380936,119.08879087910732,Drill,True,False,False,False,0.8251678623416966,41,0,0.0,0,2025-03-10 08:15:00
72.33160342274765,1.682467809907504,15.300148724277454,4.77020531783349,22.363580675560648,114.77906410567988,Drill,False,False,False,True,0.691209273695863,34,0,13.879072630413702,0,2025-03-10 08:24:00
73.08953465627802,1.2505816947521182,17.089602190367682,5.348681034239525,20.02818576696191,124.2396437667764,Drill,False,True,False,False,0.6039930926402988,0,0,39.600690735970126,0,2025-03-10 08:25:00
77.95362106650347,1.4151314846736898,16.53303586664344,4.915102276064028,18.85957334206761,126.1436402761446,Drill,False,False,False,True,0.6288824210866978,31,0,21.61175789133022,0,2025-03-10 08:29:00
77.95362106650347,1.8947451709770575,17.398348087935403,5.013109455022312,22.593951299067136,125.08532771985077,Drill,True,False,False,False,0.7668181181217903,38,0,4.318188187820965,0,2025-03-10 08:30:00
74.48525192085923,2.105111064915901,15.047474911996442,5.132346811362541,17.866912254248103,122.77689828074884,Drill,True,False,False,False,0.758565578971683,0,0,24.1434421028317,0,2025-03-10 08:38:00
78.48467751304933,1.8551517227579244,17.80647979362622,4.867254055271208,21.30435877798013,115.81906442730838,Drill,False,False,True,False,0.7582821277371508,0,0,24.17178722628492,0,2025-03-10 08:41:00
75.67570919416039,1.8315326761008124,18.89965442745302,5.0672922164734775,22.351687264693496,109.5341098880442,Drill,False,False,False,True,0.7942457491923895,0,0,20.57542508076105,0,2025-03-10 08:45:00
77.9732425619111,1.4189741892492609,17.265592131576504,5.444364457893773,18.322652090965956,118.11005127007392,Drill,False,False,False,True,0.6654802546047086,0,0,33.45197453952913,0,2025-03-10 08:56:00
78.6968743153186,2.3449016056636243,16.62692249369246,4.7640338415000265,20.649776100907317,115.74995872619807,Drill,False,False,True,False,0.8215588325496752,0,0,17.84411674503248,0,2025-03-10 09:04:00
74.22861642775632,2.348851573260496,16.565636198555058,4.597873949601106,19.210413702333984,112.76621446835767,Drill,False,True,False,False,0.8464614667343824,42,0,0.0,0,2025-03-10 09:15:00
69.47369036270106,1.8259951002038943,13.93529247140323,4.710732624468243,20.10713124887164,118.32613337647588,Drill,False,False,False,True,0.6935681178761071,34,0,13.64318821238929,0,2025-03-10 09:16:00
72.70936851102478,2.12530422567182,15.737865528994824,5.698596252637849,18.0350351684375,118.59987883539117,Drill,False,False,False,True,0.7827386684084081,39,0,2.2261331591591897,0,2025-03-10 09:19:00
74.5954227630228,2.1542187657274328,18.961217186694693,5.280729216217337,16.51186976879048,119.25785299467908,Drill,True,False,False,False,0.8498125133694429,0,0,15.018748663055716,0,2025-03-10 09:27:00
69.1693807798989,2.226969402473942,17.08028147536972,4.809949888622159,21.541938503386696,122.92906491777327,Drill,False,True,False,False,0.8361032855005558,41,0,0.0,0,2025-03-10 09:29:00
75.74878328249207,1.5215732125510004,20.16629042532147,5.722166738567912,18.306403367251548,118.98515828426058,Drill,False,False,False,True,0.7276718776586537,0,0,27.232812234134627,0,2025-03-10 09:37:00
75.71160702514344,1.9791403141273192,19.65280663466105,5.810726846416957,18.92800382473851,116.52085026803864,Drill,True,False,False,False,0.8118267864009914,40,0,0.0,0,2025-03-10 10:01:00
73.27778554700767,1.823266360165662,21.824010938105395,4.88726206024116,18.6309818589562,122.7835898831671,Drill,True,False,False,False,0.8138001868272886,40,0,0.0,0,2025-03-10 10:04:00
77.8854692908165,2.10321617646904,20.00447233340585,4.956588862974061,20.4188601518315,121.50965842559351,Drill,False,False,False,True,0.8637554527667243,0,0,13.624454723327574,0,2025-03-10 10:09:00
77.82109567584918,1.8536883881153767,15.369117385900308,4.296716449337826,20.948874199463297,122.38648004404712,Drill,True,False,False,False,0.6966033242157907,0,0,30.33966757842093,0,2025-03-10 10:12:00
76.07262222510006,2.354038452122458,15.491678026008792,5.57367081460813,19.63600030785932,113.65038456336228,Drill,True,False,False,False,0.8306299748249439,0,0,16.937002517505604,0,2025-03-10 10:16:00
67.96415039584984,1.5836394348632594,15.19526143315235,4.679910905840038,20.81488544746141,116.93373092674965,Drill,False,False,True,False,0.6482064595725623,32,0,19.179354042743768,0,2025-03-10 10:18:00
74.8797977310092,2.229158105490027,22.182188545464957,4.778922818486601,17.288615526227815,118.30545727162084,Drill,True,False,False,False,0.9101910673975864,45,0,0.0,0,2025-03-10 10:19:00
75.55877472489732,2.1502494773012635,19.89177631310928,4.749690782507289,19.79751465803441,128.0903424058302,Drill,False,False,False,True,0.8551762428000539,42,0,0.0,0,2025-03-10 10:24:00
75.88678242111877,1.736457859597382,20.147243887815144,5.091969738167175,18.92354129358419,129.96691750291208,Drill,False,False,True,False,0.7650461311865464,0,0,23.495386881345357,0,2025-03-10 10:25:00
71.65709818382727,2.1752942499305927,19.553863384709658,4.500174035230398,20.11083040418683,121.27664085872522,Drill,False,True,False,False,0.827165178994491,0,0,17.2834821005509,0,2025-03-10 10:37:00
73.79684821551679,1.9698572838284885,21.21583012223832,5.573453443527151,23.65981170047825,115.75816731788454,Drill,True,False,False,False,0.8289882016014647,0,0,17.10117983985353,0,2025-03-10 10:38:00
74.87996119889529,1.982782789099537,20.70690729524241,4.25613478378008,20.451863720137084,117.08328533560756,Drill,False,False,False,True,0.819940957560214,0,0,18.005904243978605,0,2025-03-10 10:39:00
73.96559027516764,2.123165025598285,20.693143325220596,4.726075156104441,19.08321724662457,120.51482621232306,Drill,False,False,True,False,0.840198340701747,0,0,15.98016592982529,0,2025-03-10 10:40:00
79.6847714525379,1.930679156762696,20.887340638332475,4.96229237169404,18.751415832545835,116.86749891978336,Drill,True,False,False,False,0.8199484149205047,0,0,18.00515850794953,0,2025-03-10 10:41:00
72.12806392511703,2.10804925518373,16.292134183079888,5.636318296868501,19.142145725285115,114.41429119397694,Drill,False,True,False,False,0.7914145680741692,0,0,20.858543192583085,0,2025-03-10 10:49:00
70.68439267307828,1.838706272666055,20.5809214827527,5.048253904357382,19.038332518770847,121.30812631790386,Drill,False,False,False,True,0.8017146339626549,40,0,0.0,0,2025-03-10 10:50:00
77.80137129209054,2.196621148955071,18.110398485060177,5.417610051776952,22.488304541682997,121.23058853188292,Drill,True,False,False,False,0.848252221109644,0,0,15.174777889035596,0,2025-03-10 10:51:00
71.78963337385836,2.2375577931164203,20.27476219525783,4.403159193141854,23.026663719762595,116.62215735704392,Drill,False,False,True,False,0.8847812676921041,44,0,0.0,0,2025-03-10 10:56:00
74.3801470127693,2.435635309754768,15.686117205541056,4.80791422634704,18.76255897011314,115.7303554271432,Drill,True,False,False,False,0.8475009137751234,0,0,15.249908622487666,0,2025-03-10 11:00:00
72.36960680711675,1.8246634124448688,16.03535145544645,5.156982407388208,15.509440096009063,117.4230310094229,Drill,True,False,False,False,0.7273392378863749,0,0,27.26607621136252,0,2025-03-10 11:05:00
73.84059516882436,1.9335390207248784,20.44787268847578,4.5162258684163765,19.2635765754022,115.77018483685374,Drill,False,False,True,False,0.8429660381779095,0,0,15.703396182209048,0,2025-03-10 11:07:00
74.69646946910805,1.6469113661690096,14.8571600033234,5.497130757330731,22.077306640691067,111.29117943808347,Drill,False,False,True,False,0.6547141944436106,0,0,34.52858055563894,0,2025-03-10 11:08:00
75.33668815725879,1.9982135872361813,18.921594487231932,5.070229633970329,18.195992738342014,118.69216388386732,Drill,False,False,True,False,0.8100347450358809,0,0,18.996525496411905,0,2025-03-10 11:14:00
75.46593366867607,1.943521599474108,19.59595050916381,5.73921607670834,18.762354050081715,117.86082892141064,Drill,False,True,False,False,0.7887212050000681,39,0,1.6278794999931847,0,2025-03-10 11:16:00
77.50570214072489,6.119177111891682,28.57605651235481,4.951591587596174,20.11682859047101,117.79837157661903,Drill,True,False,False,False,1.0,50,1,0.0,0,2025-03-10 11:18:00
75.47161939154476,2.0588722822000163,18.79798431500339,4.592079466522162,17.8249754657487,116.1868854178224,Drill,True,False,False,False,0.8082496724882141,0,0,19.17503275117859,0,2025-03-10 11:23:00
80.07202995428223,2.3873821517047635,17.945231359192512,5.476211857487071,17.88379657236356,116.45906919320208,Drill,True,False,False,False,0.8809294893196857,44,0,0.0,0,2025-03-10 11:29:00
71.70968161972394,2.126534022275261,21.90621439654515,4.919725912649868,20.53500141087477,118.58961471561824,Drill,False,False,True,False,0.8852139822562805,0,0,11.478601774371953,0,2025-03-10 11:30:00
75.58576599292063,2.281243247752077,19.195075411789457,5.792988180067571,19.573234543491168,122.87280858768358,Drill,False,False,True,False,0.8462232708911073,0,0,15.377672910889274,0,2025-03-10 11:33:00
75.95516122735279,2.490519918358256,16.577393546101042,5.381504102324541,16.214813956231296,125.62207074985444,Drill,False,False,True,False,0.8586116852640571,42,0,0.0,0,2025-03-10 11:34:00
70.64055768636794,1.896450588365061,17.23122524681416,4.524423552778661,20.116045595426144,119.74143444345977,Drill,False,False,False,True,0.7716678424719907,0,0,22.833215752800925,0,2025-03-10 11:38:00
72.95981189434572,2.146776360522898,17.588466012645657,5.176704259859791,21.333895137138462,115.6361946460573,Drill,False,False,True,False,0.7945534013975691,0,0,20.544659860243087,0,2025-03-10 11:39:00
70.51980322900192,1.748332197792279,13.838518949218043,4.939219550611206,22.5684570311564,125.66048440417345,Drill,False,False,True,False,0.6639225272071565,0,0,33.607747279284354,0,2025-03-10 11:41:00
71.67904210139157,2.016759181953349,19.46379613846876,5.328057437649224,20.67702132179695,116.66108802855857,Drill,True,False,False,False,0.8003962548660934,0,0,19.96037451339066,0,2025-03-10 11:46:00
76.889111723583,2.1275963924990333,19.7305795122705,4.178605380537644,19.388615983010457,119.1039867284043,Drill,False,False,True,False,0.8514043529654828,0,0,14.859564703451724,0,2025-03-10 12:01:00
75.53076960281379,1.1503022225047577,15.185825610431966,4.865688552903832,20.31908918178768,123.78321232553468,Drill,True,False,False,False,0.5409329824326106,0,0,45.90670175673894,0,2025-03-10 12:11:00
