temperature,vibration_level,power_consumption,pressure,material_flow_rate,cycle_time,machine_type,machine_M001,machine_M002,machine_M003,machine_M004,error_rate,downtime,maintenance_flag,efficiency_score,production_status,timestamp
80.87707570955077,2.1755898309549013,16.012813992137104,5.412955759250559,18.375739206697485,123.06205826457688,Conveyor,False,False,False,True,0.7770729421913675,38,0,3.2927057808632583,0,2025-03-10 08:01:00
76.4961977103765,2.2459775757905702,16.490267606856158,4.61878381465406,21.09068372222824,118.9902696562349,Conveyor,False,False,True,False,0.796480892485538,39,0,0.8519107514461979,0,2025-03-10 08:03:00
86.60067370881524,6.947796744860119,28.25262084160412,4.56072544648874,18.736556424844892,120.3292424878296,Conveyor,False,False,True,False,1.0,0,1,0.0,0,2025-03-10 08:11:00
76.1679014257082,1.9654327302343408,20.18959700445465,4.68102475317196,19.015947862639017,127.60332086490592,Conveyor,False,False,False,True,0.8403599457734064,0,0,15.964005422659357,0,2025-03-10 08:18:00
73.26588313698299,2.060137889424119,15.305492164837302,5.203805425571875,21.984389240503297,129.32863677984227,Conveyor,False,True,False,False,0.743839363642197,37,0,7.116063635780293,0,2025-03-10 08:26:00
79.1782146455149,2.1826716068763896,16.202400379512326,4.92506787607148,19.172487292929983,118.38725644886688,Conveyor,False,True,False,False,0.7873001366105374,0,0,21.269986338946254,0,2025-03-10 08:27:00
75.34397587865797,2.324564567211362,16.37026370218131,4.935293087533732,19.15675648709791,118.10046016729711,Conveyor,True,False,False,False,0.6950562477196429,0,0,30.494375228035707,0,2025-03-10 08:37:00
83.94585666261939,7.256574342135263,24.08120608745352,5.243695532355901,21.610049873667457,121.8980502820724,Conveyor,False,False,True,False,1.0,0,1,0.0,0,2025-03-10 08:40:00
66.26626801223327,1.3308595942626624,25.05811037514097,5.191975896459312,18.12315812693349,124.73910388206234,Conveyor,False,False,False,True,0.7864542511631794,0,0,21.354574883682066,0,2025-03-10 08:43:00
88.24288421437217,2.324564567211362,23.257803343848938,4.597122004989209,19.573718176767837,113.08491095627762,Conveyor,False,False,False,True,1.0,50,1,0.0,0,2025-03-10 08:44:00
73.93001194451536,2.2087591517281355,16.922419390846578,5.193013483928474,21.05594701519135,122.5570762751094,Conveyor,False,False,True,False,0.8212229150587431,0,0,17.877708494125685,0,2025-03-10 08:47:00
72.19076383460308,1.5929193290901271,19.89361513302374,5.569581538216466,19.18075084367297,112.078362110758,Conveyor,False,False,True,False,0.7569564286479972,0,0,24.30435713520028,0,2025-03-10 08:52:00
87.2401664560133,7.02593554599525,24.996154775350547,4.39967919389513,21.23288222362385,109.92389047283812,Conveyor,True,False,False,False,1.0,0,1,0.0,0,2025-03-10 08:57:00
77.29322148010479,1.73652102415296,15.67189873518835,4.870769702929191,22.52114857008229,122.9666829981568,Conveyor,False,False,True,False,0.6640897384516091,33,0,17.091026154839085,0,2025-03-10 08:58:00
76.41980179424957,2.4490131222337945,16.21886237881797,5.147705511059962,20.184528010290133,126.39242603725836,Conveyor,False,False,True,False,0.8303238102558753,0,0,16.967618974412474,0,2025-03-10 09:01:00
74.65313339039726,1.5345463252823213,21.50185188385429,4.840091795422777,22.812838082725083,128.43003474885222,Conveyor,False,True,False,False,0.7655226126854184,0,0,23.44773873145816,0,2025-03-10 09:10:00
